107612,-1,1,-1,-1
16317,1,1,-1,1
216562,-1,-1,-1,-1
323557,1,1,1,-1
651552,1,-1,-1,1
652413,-1,1,-1,1
1310537,-1,-1,-1,1
161055,-1,1,1,-1
19591,-1,-1,1,-1
29112,1,1,-1,-1
794521,1,-1,1,-1
436995,1,-1,1,1
971246,-1,1,1,1
177632,1,1,1,1
119913,-1,-1,1,1
1186080,1,-1,-1,-1
