919,-1,1,1,1,-1,-1,-1,-1,1
16913,-1,1,-1,-1,-1,-1,1,1,1
100,1,1,-1,-1,-1,1,1,-1,-1
787,1,-1,-1,1,-1,-1,-1,1,-1
50,1,-1,1,1,-1,-1,-1,1,-1
1192,1,-1,-1,1,-1,1,1,-1,-1
563,-1,1,1,1,1,-1,-1,-1,-1
5181,1,-1,-1,-1,-1,-1,-1,-1,-1
467,1,1,1,1,-1,1,-1,-1,-1
2278,-1,-1,-1,1,1,-1,1,1,-1
9,1,1,-1,-1,1,-1,1,-1,1
27,-1,1,1,1,-1,1,1,-1,1
5410,-1,1,-1,-1,-1,1,1,1,-1
988,-1,1,1,-1,1,-1,1,1,-1
2,1,1,-1,-1,1,1,-1,-1,1
443,1,1,-1,1,1,-1,1,-1,-1
51,1,1,-1,1,-1,1,-1,-1,-1
10552,1,-1,-1,1,-1,-1,-1,-1,-1
5114,-1,-1,-1,-1,-1,-1,-1,1,-1
6134,1,1,-1,1,-1,-1,1,1,-1
3,1,1,-1,-1,1,-1,-1,1,-1
70,1,1,-1,1,1,1,1,-1,1
336,-1,1,1,-1,1,-1,1,1,1
244,-1,-1,-1,1,-1,1,1,-1,-1
566,-1,-1,-1,-1,-1,1,1,-1,1
171,-1,-1,1,-1,1,1,1,1,-1
32,-1,-1,1,1,1,-1,1,-1,1
704,1,-1,-1,-1,1,-1,-1,-1,1
6,1,1,1,-1,1,1,-1,1,-1
66,-1,-1,1,-1,1,-1,1,1,1
966,1,1,1,-1,-1,1,1,-1,-1
4116,-1,-1,-1,-1,-1,-1,1,-1,1
2156,1,-1,-1,1,1,-1,1,-1,1
3788,-1,-1,-1,1,1,-1,-1,1,-1
202,-1,1,1,-1,-1,1,-1,-1,-1
197,-1,1,1,-1,1,1,1,-1,-1
465,1,-1,-1,-1,1,-1,1,1,1
55,-1,-1,-1,1,-1,1,1,1,1
3596,-1,-1,-1,-1,1,1,-1,-1,-1
421,-1,-1,1,-1,-1,1,1,-1,-1
416,1,1,-1,1,1,-1,-1,1,1
60540,1,-1,-1,-1,1,-1,1,-1,-1
22,-1,-1,1,1,-1,-1,-1,1,-1
4,1,1,-1,-1,-1,1,-1,-1,1
24513,-1,1,1,-1,-1,1,-1,1,1
1857,-1,-1,1,-1,-1,-1,1,1,-1
10,1,1,-1,-1,1,-1,-1,-1,-1
734,-1,-1,1,1,-1,-1,-1,-1,1
27,-1,1,-1,1,1,1,1,-1,1
44772,1,-1,-1,1,1,-1,-1,-1,1
171,1,1,-1,-1,1,1,1,1,-1
28098,-1,1,1,-1,-1,-1,1,1,1
3425,1,1,1,1,1,1,-1,1,-1
3,1,-1,-1,-1,1,1,-1,1,-1
351,1,-1,1,-1,1,-1,-1,-1,1
464,1,1,-1,1,1,1,1,-1,-1
22048,1,1,1,1,1,1,1,1,-1
604192,-1,-1,-1,1,1,1,-1,-1,1
1215328,1,-1,1,1,1,1,-1,-1,1
1545,-1,-1,-1,1,-1,1,-1,1,1
1013,1,1,-1,1,-1,1,-1,1,1
135306,-1,1,1,1,1,1,-1,1,1
545,-1,1,1,-1,-1,1,1,-1,1
2608,1,-1,1,-1,-1,1,1,1,1
5,1,1,-1,-1,-1,1,-1,1,-1
19,1,-1,1,-1,1,-1,-1,1,1
998,-1,-1,1,-1,1,-1,-1,-1,1
15100,1,-1,1,1,-1,1,-1,-1,1
27,-1,-1,1,1,-1,1,1,-1,-1
13,-1,-1,1,-1,-1,1,-1,1,-1
686,-1,-1,1,1,1,1,1,1,1
207,1,-1,-1,1,-1,-1,1,-1,1
5033,-1,1,-1,-1,-1,-1,-1,-1,-1
99543,1,-1,-1,1,1,-1,1,-1,-1
1068,1,-1,-1,-1,1,1,1,1,-1
12,-1,1,-1,-1,1,1,1,-1,1
7622,1,-1,1,-1,-1,-1,1,1,-1
1415,-1,-1,-1,1,-1,-1,-1,1,-1
12,1,1,1,-1,1,-1,-1,1,-1
694,1,-1,1,1,-1,1,1,-1,1
473,-1,-1,-1,-1,1,-1,-1,1,-1
1062,-1,1,1,1,-1,-1,-1,1,-1
494,-1,-1,-1,-1,1,-1,-1,1,1
27,-1,1,1,-1,1,-1,1,-1,1
215,1,1,-1,1,1,-1,-1,-1,1
336,1,1,1,-1,1,1,1,-1,1
21007,1,-1,1,1,1,1,1,1,1
30,-1,1,1,1,-1,-1,1,-1,-1
438,1,1,1,1,1,-1,-1,1,-1
1507,-1,1,1,1,-1,1,1,1,1
6258,-1,-1,-1,-1,-1,-1,1,1,1
9945,-1,-1,-1,-1,1,1,1,-1,-1
1192,-1,-1,1,-1,1,1,1,-1,1
59,1,1,1,-1,1,-1,-1,1,1
22,-1,1,-1,1,-1,1,1,-1,-1
330,1,1,-1,1,-1,-1,1,1,1
39,1,-1,-1,-1,1,1,-1,1,1
100002,1,-1,-1,1,1,1,1,-1,-1
795,1,-1,1,1,-1,1,1,-1,-1
52,-1,1,1,-1,1,1,-1,1,-1
2155,-1,1,-1,1,1,-1,-1,-1,-1
31,1,1,1,-1,1,-1,-1,-1,1
1566,-1,-1,-1,-1,1,1,1,-1,1
556,-1,1,-1,1,-1,1,-1,-1,1
465,1,1,-1,-1,-1,-1,-1,1,1
3824,-1,1,-1,1,-1,-1,-1,1,-1
12,-1,1,1,1,1,-1,1,-1,1
1107,-1,-1,1,-1,-1,-1,-1,-1,-1
2766,-1,-1,1,-1,-1,1,-1,-1,1
309,1,-1,-1,1,-1,-1,1,1,1
820,1,1,-1,1,-1,1,1,1,-1
166,-1,-1,-1,1,-1,1,-1,1,-1
30188,-1,-1,-1,1,1,1,-1,1,1
36,-1,1,1,1,1,-1,1,-1,-1
301,-1,1,-1,-1,-1,1,-1,-1,1
29,1,1,-1,-1,1,1,1,-1,-1
69,-1,1,1,-1,1,1,-1,-1,-1
2022,-1,1,-1,-1,-1,1,-1,1,1
2535,-1,-1,-1,1,-1,1,-1,-1,-1
1826,1,-1,1,-1,-1,1,1,-1,-1
1430,1,1,-1,-1,1,-1,1,1,-1
4543,1,-1,1,-1,1,1,1,-1,1
93,1,1,-1,1,-1,1,-1,1,-1
923,1,1,1,-1,-1,1,1,-1,1
51253,1,1,1,-1,-1,-1,1,1,1
69380,-1,-1,-1,-1,-1,-1,-1,-1,-1
1253,1,-1,-1,-1,1,-1,1,-1,1
25452,-1,-1,1,1,1,1,-1,-1,-1
75,-1,1,-1,-1,-1,1,-1,-1,-1
5,-1,-1,1,1,-1,-1,1,-1,1
4,-1,1,1,1,-1,-1,1,-1,1
49,1,-1,-1,-1,-1,1,-1,1,1
700,1,-1,-1,-1,-1,1,1,1,1
147,1,1,-1,1,-1,1,-1,-1,1
77,1,1,-1,-1,1,-1,1,1,1
15,-1,1,-1,-1,1,1,-1,1,-1
6,1,1,-1,1,-1,1,1,-1,1
4103,-1,1,-1,1,-1,1,-1,1,1
81633,-1,1,1,-1,-1,-1,1,1,-1
644,-1,1,1,1,-1,1,1,1,-1
331470,1,-1,-1,1,1,1,-1,-1,1
9862,-1,-1,-1,-1,1,-1,-1,-1,1
4796,1,1,1,-1,1,1,1,1,1
2347,-1,1,-1,-1,-1,1,1,1,1
1048,1,-1,1,1,-1,1,1,1,1
243,1,-1,1,-1,1,-1,1,1,1
8351,1,-1,-1,-1,1,1,1,-1,-1
1096,1,-1,1,-1,-1,1,-1,-1,1
550,1,1,1,-1,-1,1,-1,-1,1
351,-1,-1,1,1,-1,-1,-1,-1,-1
481,-1,1,-1,-1,1,1,1,1,-1
43,1,1,1,-1,1,-1,1,-1,1
1266,1,-1,1,1,1,1,-1,1,-1
1495,-1,1,-1,1,1,-1,-1,1,1
1005,-1,1,1,-1,1,1,1,1,-1
25840,-1,-1,-1,-1,1,-1,-1,-1,-1
4024,1,-1,-1,1,-1,1,-1,-1,1
19,-1,-1,1,1,-1,1,1,-1,1
178,-1,1,1,-1,1,1,1,-1,1
6668,-1,1,1,1,-1,-1,-1,1,1
996,1,1,-1,1,1,1,1,1,1
617,1,1,1,-1,1,-1,1,1,1
10011,-1,-1,-1,-1,1,-1,1,1,-1
5750,1,-1,-1,1,1,1,1,1,1
801,1,-1,-1,1,-1,-1,-1,1,1
45,-1,-1,-1,1,-1,-1,1,1,1
426,1,-1,-1,-1,1,1,1,1,1
2760,1,1,-1,1,1,1,-1,1,1
108,-1,1,-1,-1,1,-1,-1,-1,1
1885,-1,-1,1,1,1,1,1,-1,1
3322,-1,1,1,-1,-1,-1,-1,-1,1
284,-1,-1,1,1,1,-1,1,-1,-1
1445,-1,-1,-1,1,-1,-1,1,-1,-1
3479,-1,-1,1,1,1,-1,-1,-1,-1
12,-1,1,-1,-1,1,-1,1,-1,1
5300,1,-1,-1,-1,-1,-1,1,1,1
846,-1,-1,-1,-1,-1,1,1,1,1
1273,1,-1,-1,-1,1,1,1,-1,1
3089,1,-1,-1,-1,-1,1,1,-1,-1
1,-1,1,-1,1,-1,1,1,-1,1
15340,1,-1,-1,1,1,1,1,-1,1
3377,-1,-1,1,-1,-1,-1,1,-1,-1
2019,-1,-1,1,1,1,1,1,-1,-1
170,1,1,-1,1,-1,-1,-1,-1,1
2,1,1,-1,-1,1,-1,-1,-1,1
37,-1,-1,-1,1,-1,1,1,-1,1
36,1,1,1,-1,-1,1,-1,-1,-1
390,-1,1,1,1,-1,1,-1,-1,-1
5095,1,-1,1,-1,1,-1,1,-1,-1
28312,-1,1,1,-1,-1,1,1,1,1
546,-1,1,-1,1,-1,1,-1,1,-1
114906,1,-1,-1,1,1,-1,-1,-1,-1
318,-1,1,1,1,1,1,1,-1,1
197,-1,1,-1,1,-1,1,-1,-1,-1
2,1,-1,1,-1,1,1,-1,1,-1
2133,-1,1,-1,1,1,1,-1,-1,-1
89863,1,-1,-1,-1,-1,-1,1,1,-1
505,1,1,-1,1,1,1,-1,-1,-1
18773,-1,-1,-1,1,-1,-1,-1,-1,-1
88,1,-1,1,1,-1,-1,1,-1,1
1122,-1,-1,1,1,-1,1,-1,1,1
463,-1,-1,1,-1,-1,1,1,-1,1
149043,1,1,1,-1,-1,-1,1,1,-1
144,1,1,-1,-1,-1,-1,1,-1,1
1665,-1,1,1,1,1,1,1,1,-1
1823,1,1,1,-1,1,1,1,1,-1
2121,1,-1,-1,1,1,1,-1,1,-1
99,-1,1,-1,1,-1,-1,1,1,1
433,-1,-1,1,-1,1,-1,-1,-1,-1
299767,-1,1,-1,-1,-1,-1,1,1,-1
452,-1,-1,1,-1,1,1,-1,-1,-1
250,-1,1,-1,-1,1,-1,-1,-1,-1
695,1,-1,-1,1,-1,1,1,1,-1
565,-1,1,-1,1,-1,-1,-1,-1,1
513,-1,-1,1,-1,-1,-1,-1,1,1
11,1,1,-1,-1,1,-1,-1,1,1
304,-1,1,-1,1,-1,1,1,1,-1
13465,1,-1,1,-1,-1,-1,1,-1,-1
302,-1,1,1,-1,1,-1,-1,1,1
208,1,-1,1,-1,-1,1,-1,1,1
104,-1,-1,-1,1,-1,1,1,1,-1
11,1,1,-1,-1,-1,1,1,-1,1
2250,1,1,-1,1,1,-1,1,1,-1
359,1,1,1,1,-1,1,1,-1,1
2961,1,1,1,1,1,-1,1,1,-1
6339,1,1,-1,-1,-1,-1,1,1,1
507,-1,1,1,-1,-1,1,-1,1,-1
156,-1,1,1,-1,1,-1,-1,-1,1
332,1,1,-1,1,1,1,-1,1,-1
1,1,1,-1,-1,-1,1,-1,-1,-1
296,1,1,-1,-1,1,-1,1,-1,-1
1475,-1,-1,-1,-1,1,-1,1,-1,1
77,1,1,1,1,1,-1,1,-1,1
411,1,-1,1,1,-1,-1,-1,1,1
201308,-1,-1,-1,-1,-1,-1,1,-1,-1
170,-1,1,-1,-1,1,1,-1,1,1
51559,1,1,1,-1,-1,1,1,1,1
1347,-1,1,1,1,1,-1,-1,-1,1
3999,-1,-1,-1,1,1,-1,-1,1,1
2002,1,-1,-1,-1,-1,-1,-1,-1,1
34,-1,-1,1,1,1,-1,1,1,-1
39,1,-1,-1,-1,1,-1,-1,1,-1
68,1,1,-1,-1,-1,-1,-1,-1,1
22349,-1,-1,1,1,1,1,-1,1,1
1528,-1,-1,-1,1,-1,-1,-1,1,1
6,-1,-1,1,1,-1,-1,1,1,1
567,1,1,1,-1,-1,-1,-1,-1,1
825,1,-1,1,1,-1,1,-1,-1,-1
1811,1,-1,1,-1,-1,1,1,-1,1
6,-1,1,-1,1,1,-1,1,-1,1
184,-1,1,1,-1,1,-1,1,-1,-1
5567,1,1,-1,-1,-1,-1,1,-1,-1
341,-1,1,1,1,1,1,1,-1,-1
586,-1,1,1,1,-1,-1,1,1,-1
1273,-1,-1,-1,-1,-1,1,-1,-1,-1
1043,1,-1,1,-1,-1,1,1,1,-1
446706,-1,-1,1,1,1,1,-1,-1,1
2827,-1,1,1,1,1,1,-1,1,-1
412,1,-1,-1,-1,-1,-1,-1,1,1
8129,1,1,1,1,-1,1,-1,-1,1
741,-1,1,-1,-1,1,-1,1,-1,-1
225,1,1,1,-1,-1,-1,-1,-1,-1
295,1,1,-1,1,-1,-1,1,-1,-1
11075,-1,1,-1,1,1,1,-1,1,1
219,-1,-1,1,-1,-1,1,1,1,-1
489,-1,-1,-1,-1,1,1,-1,1,1
57387,1,-1,1,1,1,1,1,-1,1
371,1,1,1,-1,1,-1,1,-1,-1
405,1,-1,1,1,-1,1,1,1,-1
14799,-1,1,-1,-1,-1,-1,-1,1,1
4335,-1,1,1,1,1,1,1,1,1
2539,-1,-1,-1,1,1,1,1,-1,1
1,1,1,-1,-1,1,1,-1,1,-1
1008,1,1,-1,1,-1,-1,-1,1,1
176,1,1,-1,-1,-1,-1,-1,-1,-1
69643,1,-1,1,1,1,1,-1,-1,-1
1722,1,-1,1,-1,-1,-1,1,-1,1
9,1,1,-1,1,1,-1,1,-1,1
144,1,-1,1,-1,1,1,-1,1,1
433,-1,-1,1,-1,1,1,1,1,1
4280,1,1,1,1,1,1,1,-1,1
40,-1,-1,1,-1,1,-1,-1,1,1
60539,1,1,1,1,-1,1,-1,1,1
2226,1,-1,-1,1,1,-1,-1,1,1
167,-1,-1,1,-1,-1,1,-1,-1,-1
151,-1,-1,1,-1,1,-1,1,-1,1
171,-1,1,-1,-1,1,-1,-1,1,1
921,-1,-1,-1,1,1,1,1,1,1
267,-1,1,-1,-1,-1,1,1,-1,-1
9997,-1,-1,-1,-1,1,1,-1,-1,1
16,-1,-1,1,1,1,-1,1,1,1
8258,1,1,1,1,-1,-1,-1,1,1
211,1,-1,-1,1,-1,1,1,-1,1
1023,-1,1,1,1,-1,1,-1,1,-1
89954,1,1,1,1,1,1,-1,-1,1
10,1,1,-1,-1,1,1,1,-1,1
4,1,-1,-1,-1,-1,1,-1,1,-1
647,1,-1,1,-1,1,-1,1,-1,1
1366,-1,1,-1,1,1,1,-1,1,-1
3437,1,-1,-1,-1,-1,-1,1,-1,1
161,1,-1,1,-1,-1,-1,-1,1,1
2943,1,1,1,1,1,-1,-1,1,1
564,-1,-1,1,-1,-1,1,-1,1,1
72,-1,1,1,-1,1,-1,-1,-1,-1
1495,-1,1,1,-1,-1,-1,-1,-1,-1
209589,-1,-1,-1,1,1,-1,-1,-1,-1
9024,1,-1,-1,1,-1,-1,1,-1,-1
411,1,1,1,-1,1,1,1,-1,-1
4122,1,1,1,-1,-1,1,-1,1,1
61,-1,-1,1,1,1,-1,-1,1,-1
198,-1,1,1,1,1,-1,1,1,-1
166,1,-1,1,-1,1,1,-1,-1,-1
1240,-1,-1,1,-1,1,1,1,-1,-1
1086,1,1,1,1,-1,-1,-1,-1,1
6,1,1,1,-1,1,-1,-1,-1,-1
2589,-1,1,1,-1,1,1,1,1,1
200,-1,1,-1,-1,1,1,1,1,1
734,1,-1,-1,-1,1,1,-1,-1,1
1525,1,1,-1,1,1,1,-1,-1,1
337,-1,1,-1,-1,-1,-1,1,-1,1
1004,1,-1,1,1,1,-1,1,-1,1
486,1,1,-1,1,1,-1,-1,-1,-1
575,-1,-1,-1,-1,1,1,1,1,1
823,-1,1,-1,1,1,-1,1,1,-1
208947,-1,-1,-1,1,1,1,-1,-1,-1
